# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 5K of event 'cycles'
# Event count (approx.): 4546231725
#
# Overhead        Period  Command          Shared Object         Symbol                                                                                                                                                                    
# ........  ............  ...............  ....................  ..........................................................................................................................................................................
#
     0.02%        897773  C1 CompilerThre  libjvm.so             [.] ciEnv::get_klass_by_index_impl
     0.02%        897637  C2 CompilerThre  libjvm.so             [.] IndexSet::initialize
     0.02%        897593  C2 CompilerThre  libjvm.so             [.] BitMap::set_difference
     0.02%        897477  C1 CompilerThre  [kernel.kallsyms]     [k] __list_del_entry_valid
     0.02%        897473  C1 CompilerThre  libjvm.so             [.] MethodData::clean_extra_data
     0.02%        897246  C1 CompilerThre  libjvm.so             [.] IR::compute_code
     0.02%        897147  java             [JIT] tid 157535      [.] 0x00007fe155eceeac
     0.02%        896838  som              python2.7             [.] PyObject_Free
     0.02%        896811  java             [kernel.kallsyms]     [k] lockref_put_return
     0.02%        896733  som              python2.7             [.] tupledealloc
     0.02%        896571  C2 CompilerThre  libjvm.so             [.] RetNode::is_block_proj
     0.02%        896338  C2 CompilerThre  [kernel.kallsyms]     [k] _raw_spin_unlock_irqrestore
     0.02%        896279  som              python2.7             [.] tupletraverse
     0.02%        896210  java             libjvm.so             [.] GenerateOopMap::interp1
     0.02%        896164  C2 CompilerThre  libc.so.6             [.] malloc
     0.02%        896122  C2 CompilerThre  libjvm.so             [.] PhaseCFG::remove_empty_blocks
     0.02%        896104  C2 CompilerThre  libjvm.so             [.] MachReturnNode::adr_type
     0.02%        896093  C2 CompilerThre  libjvm.so             [.] MachNode::adr_type
     0.02%        895907  C2 CompilerThre  [kernel.kallsyms]     [k] do_anonymous_page
     0.02%        895889  C2 CompilerThre  libjvm.so             [.] PhaseIdealLoop::conditional_move
     0.02%        895868  som              [kernel.kallsyms]     [k] generic_permission
     0.02%        895835  java             [JIT] tid 157535      [.] 0x00007fe155cfcd99
     0.02%        895773  java             [kernel.kallsyms]     [k] security_mmap_file
     0.02%        895769  C2 CompilerThre  libjvm.so             [.] PhaseCFG::is_uncommon
     0.02%        895683  som              [kernel.kallsyms]     [k] avtab_search_node
     0.02%        895674  C2 CompilerThre  libjvm.so             [.] IdealLoopTree::policy_range_check
     0.02%        895673  C2 CompilerThre  libjvm.so             [.] AddPNode::match_edge
     0.02%        895633  C2 CompilerThre  libjvm.so             [.] MergeMemNode::iteration_setup
     0.02%        895631  som              python2.7             [.] PyObject_GetAttr
     0.02%        895574  java             [kernel.kallsyms]     [k] free_unref_page_list
     0.02%        895548  C2 CompilerThre  libjvm.so             [.] AbstractAssembler::AbstractAssembler
     0.02%        895415  java             libjvm.so             [.] metaspace::VirtualSpaceNode::commit_range
     0.02%        895403  C2 CompilerThre  libjvm.so             [.] MultiNode::match
     0.02%        895397  C1 CompilerThre  libjvm.so             [.] OopMap::OopMap
     0.02%        895346  C2 CompilerThre  libjvm.so             [.] PhaseIdealLoop::recompute_dom_depth
     0.02%        895273  C2 CompilerThre  libjvm.so             [.] PhaseIdealLoop::try_move_store_before_loop
     0.02%        895255  C2 CompilerThre  [kernel.kallsyms]     [k] unmap_region
     0.02%        895225  C2 CompilerThre  libjvm.so             [.] StartNode::bottom_type
     0.02%        895187  C2 CompilerThre  libjvm.so             [.] PhaseValues::uncached_makecon
     0.02%        895178  som              python2.7             [.] PyObject_GetItem
     0.02%        895119  java             libjvm.so             [.] Label::patch_instructions
     0.02%        895085  C2 CompilerThre  libjvm.so             [.] storeImmC0Node::emit
     0.02%        895083  C2 CompilerThre  libjvm.so             [.] PhaseIdealLoop::get_loop
     0.02%        895034  C2 CompilerThre  libjvm.so             [.] Compile::final_graph_reshaping_main_switch
     0.02%        894942  som              python2.7             [.] find_module
     0.02%        894891  som              [kernel.kallsyms]     [k] __d_lookup_rcu
     0.02%        894871  som              [kernel.kallsyms]     [k] free_unref_page_commit.constprop.0
     0.02%        894858  java             [kernel.kallsyms]     [k] xfs_ilock
     0.02%        894802  C2 CompilerThre  libjvm.so             [.] Assembler::nop
     0.02%        894736  C2 CompilerThre  libjvm.so             [.] AddPNode::Opcode
     0.02%        894734  java             libjvm.so             [.] Klass::method_at_vtable
     0.02%        894711  som              python2.7             [.] default_3way_compare
     0.02%        894687  som              python2.7             [.] descr_traverse
     0.02%        894679  som              python2.7             [.] PyFrame_New
     0.02%        894638  C2 CompilerThre  libjvm.so             [.] PhaseIdealLoop::register_control
     0.02%        894621  java             [JIT] tid 157535      [.] 0x00007fe1556cfc98
     0.02%        894618  C2 CompilerThre  libjvm.so             [.] PCTableNode::pinned
     0.02%        894591  C2 CompilerThre  libjvm.so             [.] CastIINode::Opcode
     0.02%        894587  C1 CompilerThre  libjvm.so             [.] LIR_OpBranch::emit_code
     0.02%        894587  java             [JIT] tid 157535      [.] 0x00007fe1556df0d3
     0.02%        894584  C2 CompilerThre  libjvm.so             [.] State::_sub_Op_Binary
     0.02%        894567  C2 CompilerThre  libjvm.so             [.] DebugInformationRecorder::serialize_scope_values
     0.02%        894552  C1 CompilerThre  libjvm.so             [.] ciMetadata::is_array_klass
     0.02%        894548  C2 CompilerThre  [kernel.kallsyms]     [k] prepare_alloc_pages.constprop.0
     0.02%        894507  som              python2.7             [.] PyCFunction_NewEx
     0.02%        894502  java             libjvm.so             [.] JavaThread::check_and_handle_async_exceptions
     0.02%        894424  java             [JIT] tid 157535      [.] 0x00007fe155cd6c1f
     0.02%        894385  C2 CompilerThre  libjvm.so             [.] decodeHeapOop_not_nullNode::rule
     0.02%        894376  java             [JIT] tid 157535      [.] 0x00007fe15d1a3848
     0.02%        894372  java             [JIT] tid 157535      [.] 0x00007fe1556d87c0
     0.02%        894245  java             libjvm.so             [.] fieldDescriptor::reinitialize
     0.02%        894241  C2 CompilerThre  libjvm.so             [.] BoolNode::Ideal
     0.02%        894199  C2 CompilerThre  libjvm.so             [.] Compile::flatten_alias_type
     0.02%        894183  C2 CompilerThre  libjvm.so             [.] Node::latency
     0.02%        894168  C2 CompilerThre  libjvm.so             [.] Block::code_alignment
     0.02%        894156  C2 CompilerThre  libjvm.so             [.] GraphKit::add_safepoint_edges
     0.02%        894150  C2 CompilerThre  [kernel.kallsyms]     [k] percpu_counter_add_batch
     0.02%        894116  som              libc.so.6             [.] malloc
     0.02%        894096  som              libc.so.6             [.] _int_malloc
     0.02%        894072  java             [JIT] tid 157535      [.] 0x00007fe1556e9a36
     0.02%        894070  java             libjvm.so             [.] InterpreterRuntime::resolve_from_cache
     0.02%        894053  som              python2.7             [.] meth_traverse
     0.02%        894014  C2 CompilerThre  libjvm.so             [.] PhaseBlockLayout::grow_traces
     0.02%        893998  java             [JIT] tid 157535      [.] 0x00007fe15d1ac46b
     0.02%        893963  C2 CompilerThre  libjvm.so             [.] BoolNode::Value
     0.02%        893921  java             [JIT] tid 157535      [.] 0x00007fe155c86d1d
     0.02%        893855  java             [JIT] tid 157535      [.] 0x00007fe15d1aa07d
     0.02%        893844  java             [JIT] tid 157535      [.] 0x00007fe155dc1597
     0.02%        893813  java             libjimage.so          [.] ImageFileReader::verify_location
     0.02%        893766  C2 CompilerThre  libjvm.so             [.] MemNode::all_controls_dominate
     0.02%        893760  java             [JIT] tid 157535      [.] 0x00007fe155d6fd6b
     0.02%        893702  C2 CompilerThre  libjvm.so             [.] TypeInt::eq
     0.02%        893684  C2 CompilerThre  [kernel.kallsyms]     [k] alloc_pages_vma
     0.02%        893623  java             [JIT] tid 157535      [.] 0x00007fe1557026c5
     0.02%        893623  java             [JIT] tid 157535      [.] 0x00007fe155d45fd7
     0.02%        893620  java             [JIT] tid 157535      [.] 0x00007fe1556db6ec
     0.02%        893594  C2 CompilerThre  libjvm.so             [.] NodeHash::grow
     0.02%        893571  C2 CompilerThre  libjvm.so             [.] ciTypeFlow::map_blocks
     0.02%        893552  C2 CompilerThre  libjvm.so             [.] TypeNode::ideal_reg
     0.02%        893513  C1 CompilerThre  libjvm.so             [.] LIR_Assembler::call
     0.02%        893488  java             [JIT] tid 157535      [.] 0x00007fe1556e8333
     0.02%        893472  C1 CompilerThre  libjvm.so             [.] Instruction::as_LoadField
     0.02%        893428  C2 CompilerThre  libc.so.6             [.] _int_malloc
     0.02%        893419  java             [JIT] tid 157535      [.] 0x00007fe155cdb6a0
     0.02%        893394  C2 CompilerThre  libjvm.so             [.] PhaseOutput::estimate_buffer_size
     0.02%        893387  java             [JIT] tid 157535      [.] 0x00007fe155c9daf0
     0.02%        893383  java             [JIT] tid 157535      [.] 0x00007fe155cd528c
     0.02%        893343  java             libjvm.so             [.] stringStream::write
     0.02%        893328  C2 CompilerThre  [kernel.kallsyms]     [k] update_rq_clock
     0.02%        893323  C1 CompilerThre  libjvm.so             [.] LIR_List::store
     0.02%        893322  C2 CompilerThre  libjvm.so             [.] PhaseIdealLoop::dom_depth
     0.02%        893313  C2 CompilerThre  libjvm.so             [.] Klass::is_subclass_of
     0.02%        893300  java             [JIT] tid 157535      [.] 0x00007fe1556e8fa4
     0.02%        893278  java             [JIT] tid 157535      [.] 0x00007fe15d1a6a47
     0.02%        893264  java             libjvm.so             [.] JNIHandleBlock::allocate_block
     0.02%        893260  java             libjvm.so             [.] jni_IsAssignableFrom
     0.02%        893254  C2 CompilerThre  libjvm.so             [.] LoadBNode::Opcode
     0.02%        893247  C2 CompilerThre  libjvm.so             [.] PhaseMacroExpand::expand_lock_node
     0.02%        893226  java             [JIT] tid 157535      [.] 0x00007fe155cc0c0c
     0.02%        893161  java             [JIT] tid 157535      [.] 0x00007fe1556eb73b
     0.02%        893087  C2 CompilerThre  libjvm.so             [.] MachNode::Opcode
     0.02%        893057  C2 CompilerThre  libjvm.so             [.] RegionNode::optimize_trichotomy
     0.02%        893050  java             libjvm.so             [.] ConstantPool::impl_name_and_type_ref_index_at
     0.02%        892986  java             [kernel.kallsyms]     [k] down_read
     0.02%        892972  java             [JIT] tid 157535      [.] 0x00007fe155f0109c
     0.02%        892971  java             [JIT] tid 157535      [.] 0x00007fe15d1b3fb3
     0.02%        892958  java             [kernel.kallsyms]     [k] may_expand_vm
     0.02%        892895  java             libjvm.so             [.] StubGenerator::copy_bytes_backward
     0.02%        892880  C2 CompilerThre  libjvm.so             [.] CodeBuffer::finalize_oop_references
     0.02%        892880  java             [JIT] tid 157535      [.] 0x00007fe155e97edc
     0.02%        892843  java             [JIT] tid 157535      [.] 0x00007fe155e91a44
     0.02%        892837  C2 CompilerThre  libjvm.so             [.] Assembler::movq
     0.02%        892833  C2 CompilerThre  [kernel.kallsyms]     [k] get_futex_key
     0.02%        892829  C1 CompilerThre  [kernel.kallsyms]     [k] prepare_alloc_pages.constprop.0
     0.02%        892754  java             [JIT] tid 157535      [.] 0x00007fe155cb828e
     0.02%        892751  C2 CompilerThre  libjvm.so             [.] State::_sub_Op_DecodeN
     0.02%        892737  java             [JIT] tid 157535      [.] 0x00007fe1556e992b
     0.02%        892731  java             [JIT] tid 157535      [.] 0x00007fe155720a54
     0.02%        892714  java             [JIT] tid 157535      [.] 0x00007fe155cad26c
     0.02%        892705  java             [JIT] tid 157535      [.] 0x00007fe15d1aca10
     0.02%        892688  C2 CompilerThre  [kernel.kallsyms]     [k] idle_cpu
     0.02%        892686  java             [JIT] tid 157535      [.] 0x00007fe155d091cc
     0.02%        892685  java             libjvm.so             [.] InstanceKlass::protection_domain
     0.02%        892649  java             [JIT] tid 157535      [.] 0x00007fe155ce7080
     0.02%        892622  java             [kernel.kallsyms]     [k] cap_mmap_addr
     0.02%        892617  java             [kernel.kallsyms]     [k] __cond_resched
     0.02%        892602  java             [JIT] tid 157535      [.] 0x00007fe155d28fac
     0.02%        892586  java             [JIT] tid 157535      [.] 0x00007fe1556e5860
     0.02%        892586  java             libjvm.so             [.] ConstantPoolCacheEntry::set_direct_call
