# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 8K of event 'cycles'
# Event count (approx.): 6921317673
#
# Overhead        Period  Command          Shared Object         Symbol                                                                                                                                                                                     
# ........  ............  ...............  ....................  ...........................................................................................................................................................................................
#
     0.06%       4357063  C2 CompilerThre  libjvm.so             [.] GrowableArrayWithAllocator<long, GrowableArray<long> >::grow
     0.06%       4352551  java             [JIT] tid 160376      [.] 0x00007f02396e7140
     0.06%       4342012  C2 CompilerThre  libjvm.so             [.] Parse::merge_common
     0.06%       4340571  GC Thread#3      libjvm.so             [.] OopOopIterateDispatch<PCIterateMarkAndPushClosure>::Table::oop_oop_iterate<InstanceKlass, narrowOop>
     0.06%       4336054  C2 CompilerThre  libjvm.so             [.] TypeInt::make
     0.06%       4330614  C2 CompilerThre  libjvm.so             [.] TypeInstPtr::add_offset
     0.06%       4330164  C2 CompilerThre  libjvm.so             [.] Node::add_req
     0.06%       4328947  C2 CompilerThre  libjvm.so             [.] ConstraintCastNode::dominating_cast
     0.06%       4317680  C2 CompilerThre  libjvm.so             [.] Node::Node
     0.06%       4300229  GC Thread#5      libjvm.so             [.] PSParallelCompact::fill_blocks
     0.06%       4294419  C2 CompilerThre  libjvm.so             [.] ciInstanceKlass::get_field_by_offset
     0.06%       4275893  GC Thread#3      libjvm.so             [.] OopOopIterateDispatch<PCAdjustPointerClosure>::Table::oop_oop_iterate<InstanceKlass, narrowOop>
     0.06%       4257235  C2 CompilerThre  libjvm.so             [.] Compile::final_graph_reshaping_main_switch
     0.06%       4242334  C1 CompilerThre  libjvm.so             [.] Klass::is_subclass_of
     0.06%       4196549  C2 CompilerThre  libjvm.so             [.] PhiNode::Value
     0.06%       4170139  C1 CompilerThre  libjvm.so             [.] DebugInformationRecorder::describe_scope
     0.06%       4165423  C1 CompilerThre  libjvm.so             [.] StateSplit::input_values_do
     0.06%       4162999  C2 CompilerThre  libjvm.so             [.] PhaseIdealLoop::compute_lca_of_uses
     0.06%       4129344  C1 CompilerThre  libjvm.so             [.] GraphBuilder::append_with_bci
     0.06%       4106949  GC Thread#3      libjvm.so             [.] PSPromotionManager::drain_stacks_depth
     0.06%       4021648  C1 CompilerThre  libc.so.6             [.] __vfprintf_internal
     0.06%       4016293  C1 CompilerThre  libjvm.so             [.] GrowableArrayWithAllocator<LIR_Op*, GrowableArray<LIR_Op*> >::grow
     0.06%       4000706  C2 CompilerThre  libjvm.so             [.] PhaseIterGVN::PhaseIterGVN
     0.06%       3962264  C1 CompilerThre  libjvm.so             [.] GrowableArrayWithAllocator<Instruction*, GrowableArray<Instruction*> >::grow
     0.06%       3959431  C2 CompilerThre  libjvm.so             [.] Matcher::init_first_stack_mask
     0.06%       3915846  C2 CompilerThre  libjvm.so             [.] ConNode::make
     0.06%       3898559  GC Thread#1      libjvm.so             [.] PSPromotionManager::drain_stacks_depth
     0.06%       3869405  C1 CompilerThre  libjvm.so             [.] MethodData::initialize
     0.05%       3785994  C2 CompilerThre  [kernel.kallsyms]     [k] x86_pmu_enable_all
     0.05%       3766747  C1 CompilerThre  libjvm.so             [.] CompilationPolicy::select_task
     0.05%       3761825  C1 CompilerThre  libjvm.so             [.] CodeEmitInfo::record_debug_info
     0.05%       3724970  som              python2.7             [.] lookdict_string
     0.05%       3674415  java             libc.so.6             [.] pthread_mutex_lock@@GLIBC_2.2.5
     0.05%       3637990  C2 CompilerThre  libjvm.so             [.] ResourceObj::operator new
     0.05%       3637283  C2 CompilerThre  libjvm.so             [.] TypeInt::make
     0.05%       3632675  C1 CompilerThre  libjvm.so             [.] ciMethodData::bci_to_data
     0.05%       3606093  java             [kernel.kallsyms]     [k] kmem_cache_alloc
     0.05%       3589573  C2 CompilerThre  libjvm.so             [.] Node::has_special_unique_user
     0.05%       3585839  java             [vdso]                [.] 0x00000000000006f8
     0.05%       3578276  C2 CompilerThre  libjvm.so             [.] PhaseChaitin::adjust_high_pressure_index
     0.05%       3578131  C2 CompilerThre  libjvm.so             [.] RegionNode::is_unreachable_from_root
     0.05%       3577776  C2 CompilerThre  libjvm.so             [.] Node::Node
     0.05%       3576399  java             libjvm.so             [.] ClassVerifier::translate_signature
     0.05%       3574678  C2 CompilerThre  libjvm.so             [.] IndexSet::IndexSet
     0.05%       3574054  C2 CompilerThre  libjvm.so             [.] ProjNode::is_CFG
     0.05%       3571284  C2 CompilerThre  libjvm.so             [.] RegionNode::pinned
     0.05%       3567506  C2 CompilerThre  libjvm.so             [.] ThreadCritical::ThreadCritical
     0.05%       3566504  C2 CompilerThre  libjvm.so             [.] IndexSet::initialize
     0.05%       3561382  java             [kernel.kallsyms]     [k] __list_del_entry_valid
     0.05%       3557466  C2 CompilerThre  libjvm.so             [.] AddPNode::Ideal_base_and_offset
     0.05%       3554416  java             [JIT] tid 160376      [.] 0x00007f02396db4a4
     0.05%       3554175  java             libjvm.so             [.] CodeHeap::find_blob_unsafe
     0.05%       3554058  java             libjvm.so             [.] ClassFileParser::parse_linenumber_table
     0.05%       3549092  java             [JIT] tid 160376      [.] 0x00007f02396e6709
     0.05%       3547840  java             [JIT] tid 160376      [.] 0x00007f02396db6d7
     0.05%       3544424  C2 CompilerThre  libjvm.so             [.] MemNode::Ideal_common
     0.05%       3543580  java             [JIT] tid 160376      [.] 0x00007f02396e8fed
     0.05%       3538794  C2 CompilerThre  libjvm.so             [.] RegionNode::is_CFG
     0.05%       3537903  C2 CompilerThre  libjvm.so             [.] rRegIOper::type
     0.05%       3537114  java             [kernel.kallsyms]     [k] futex_wake
     0.05%       3534479  C1 CompilerThre  libjvm.so             [.] LinearScan::compute_global_live_sets
     0.05%       3531527  java             [JIT] tid 160376      [.] 0x00007f02396e960e
     0.05%       3531082  java             libjvm.so             [.] CodeCache::find_blob
     0.05%       3530740  C2 CompilerThre  libjvm.so             [.] Compile::remove_speculative_types
     0.05%       3528750  java             libjvm.so             [.] ClassVerifier::verify_field_instructions
     0.05%       3528498  C2 CompilerThre  libjvm.so             [.] CallStaticJavaNode::Ideal
     0.05%       3528178  C2 CompilerThre  [kernel.kallsyms]     [k] release_pages
     0.05%       3525147  java             libjvm.so             [.] Dictionary::find_class
     0.05%       3523630  java             [JIT] tid 160376      [.] 0x00007f02396e3c8a
     0.05%       3522543  java             [JIT] tid 160376      [.] 0x00007f02396eb6b3
     0.05%       3521469  java             [JIT] tid 160376      [.] 0x00007f02396db513
     0.05%       3518443  java             libjvm.so             [.] JavaThread::pd_last_frame
     0.05%       3517993  java             [JIT] tid 160376      [.] 0x00007f02396db708
     0.05%       3515229  java             libc.so.6             [.] __GI___pthread_mutex_unlock_usercnt
     0.05%       3514742  java             libjvm.so             [.] ClassFileParser::verify_legal_field_name
     0.05%       3509458  java             [kernel.kallsyms]     [k] __d_lookup_rcu
     0.05%       3507718  C2 CompilerThre  libjvm.so             [.] ciMethod::call_profile_at_bci
     0.05%       3507329  C1 CompilerThre  libjvm.so             [.] BitMap::set_intersection_with_result
     0.05%       3506638  java             libjvm.so             [.] method_comparator
     0.05%       3505086  java             [JIT] tid 160376      [.] 0x00007f02396db6ec
     0.05%       3503913  C2 CompilerThre  [kernel.kallsyms]     [k] __update_load_avg_se
     0.05%       3502977  C2 CompilerThre  libjvm.so             [.] JVMState::clone_shallow
     0.05%       3494464  java             libjvm.so             [.] ClassFileParser::post_process_parsed_stream
     0.05%       3490694  java             libjvm.so             [.] CodeBlob::is_zombie
     0.05%       3490623  java             [JIT] tid 160376      [.] 0x00007f02396db71d
     0.05%       3489251  C2 CompilerThre  libjvm.so             [.] ConPNode::Opcode
     0.05%       3487303  java             [JIT] tid 160376      [.] 0x00007f02396d8434
     0.05%       3484016  C2 CompilerThre  libjvm.so             [.] Type::remove_speculative
     0.05%       3482210  GC Thread#2      libjvm.so             [.] OopOopIterateDispatch<PCAdjustPointerClosure>::Table::oop_oop_iterate<InstanceKlass, narrowOop>
     0.05%       3467041  java             libjvm.so             [.] ClassFileParser::parse_methods
     0.05%       3463884  C2 CompilerThre  libc.so.6             [.] memcpy@GLIBC_2.2.5
     0.05%       3460851  java             [JIT] tid 160376      [.] 0x00007f02396e8975
     0.05%       3459668  java             [JIT] tid 160376      [.] 0x00007f0239720a00
     0.05%       3454478  java             libc.so.6             [.] __memchr_avx2
     0.05%       3443259  C1 CompilerThre  libjvm.so             [.] Interval::add_use_pos
     0.05%       3434368  C2 CompilerThre  libjvm.so             [.] ConINode::Opcode
     0.05%       3432162  C2 CompilerThre  libjvm.so             [.] MachNode::in_RegMask
     0.05%       3424412  C1 CompilerThre  libjvm.so             [.] ciObjectFactory::get_symbol
     0.05%       3423564  C1 CompilerThre  libjvm.so             [.] MethodData::initialize_data
     0.05%       3421759  C1 CompilerThre  libjvm.so             [.] LinearScan::add_def
     0.05%       3418056  C1 CompilerThre  libjvm.so             [.] Interval::split
     0.05%       3413792  C1 CompilerThre  libjvm.so             [.] ValueMap::ValueMap
     0.05%       3403890  C2 CompilerThre  libjvm.so             [.] PhaseIdealLoop::build_and_optimize
     0.05%       3393115  C1 CompilerThre  libjvm.so             [.] LIR_Assembler::move_op
     0.05%       3387281  C1 CompilerThre  libjvm.so             [.] GraphBuilder::push_scope
     0.05%       3369149  C2 CompilerThre  libjvm.so             [.] Parse::do_one_block
     0.05%       3365811  C1 CompilerThre  [kernel.kallsyms]     [k] x2apic_send_IPI
     0.05%       3365721  C2 CompilerThre  libjvm.so             [.] Node::hash
     0.05%       3349368  GC Thread#0      libjvm.so             [.] ParCompactionManager::follow_marking_stacks
     0.05%       3347500  C2 CompilerThre  libjvm.so             [.] AddINode::Opcode
     0.05%       3337223  C1 CompilerThre  libjvm.so             [.] GraphBuilder::method_return
     0.05%       3335454  C2 CompilerThre  [JIT] tid 160376      [.] 0x00007f02396cf099
     0.05%       3322808  C1 CompilerThre  libjvm.so             [.] ValueMap::kill_memory
     0.05%       3312239  C1 CompilerThre  libc.so.6             [.] __GI___pthread_mutex_unlock_usercnt
     0.05%       3293049  C2 CompilerThre  libjvm.so             [.] MultiNode::proj_out
     0.05%       3286907  GC Thread#0      libjvm.so             [.] ParallelCompactData::add_obj
     0.05%       3260778  C2 CompilerThre  libjvm.so             [.] State::_sub_Op_AddP
     0.05%       3251849  C1 CompilerThre  libjvm.so             [.] constantPoolHandle::~constantPoolHandle
     0.05%       3247024  C2 CompilerThre  libjvm.so             [.] TypePtr::remove_speculative
     0.05%       3217801  C2 CompilerThre  libjvm.so             [.] Parse::do_one_bytecode
     0.05%       3217797  C1 CompilerThre  libjvm.so             [.] LinearScan::compute_oop_map
     0.05%       3213874  C1 CompilerThre  libjvm.so             [.] OopMap::OopMap
     0.05%       3192892  C1 CompilerThre  libjvm.so             [.] LIR_Assembler::emit_lir_list
     0.04%       3100730  C2 CompilerThre  libjvm.so             [.] ciTypeFlow::df_flow_types
     0.04%       3094616  C1 CompilerThre  libjvm.so             [.] MethodData::compute_data_size
     0.04%       3093435  C1 CompilerThre  libjvm.so             [.] GrowableArrayWithAllocator<int, GrowableArray<int> >::grow
     0.04%       3060381  C1 CompilerThre  libjvm.so             [.] MethodLiveness::BasicBlock::get_liveness_at
     0.04%       3024027  C1 CompilerThre  libjvm.so             [.] StateSplit::state_values_do
     0.04%       3002507  C1 CompilerThre  libjvm.so             [.] LIRGenerator::move_to_phi
     0.04%       2997273  C1 CompilerThre  libjvm.so             [.] ciEnv::register_method
     0.04%       2986603  C1 CompilerThre  libjvm.so             [.] BitMap::set_from
     0.04%       2967267  C1 CompilerThre  libjvm.so             [.] Optimizer::eliminate_null_checks
     0.04%       2905769  C2 CompilerThre  libjvm.so             [.] PhaseCFG::replace_block_proj_ctrl
     0.04%       2871532  C2 CompilerThre  libjvm.so             [.] GrowableArrayArenaAllocator::allocate
     0.04%       2840097  C2 CompilerThre  libjvm.so             [.] MachSpillCopyNode::implementation
     0.04%       2787383  GC Thread#1      [kernel.kallsyms]     [k] clear_page_rep
     0.04%       2762888  java             libjvm.so             [.] InstanceKlass::uncached_lookup_method
     0.04%       2736104  GC Thread#0      libjvm.so             [.] PSParallelCompact::fill_blocks
     0.04%       2732958  java             [JIT] tid 160376      [.] 0x00007f02396eb918
     0.04%       2729997  GC Thread#6      libjvm.so             [.] nmethod::oops_do
     0.04%       2728053  java             libjvm.so             [.] ClassVerifier::verify_exception_handler_targets
     0.04%       2726604  C2 CompilerThre  libjvm.so             [.] ciTypeFlow::StateVector::apply_one_bytecode
     0.04%       2723059  java             libjvm.so             [.] ThreadCritical::ThreadCritical
     0.04%       2721455  java             libjvm.so             [.] Metaspace::allocate
     0.04%       2707480  java             libjvm.so             [.] InterpreterRuntime::anewarray
     0.04%       2705813  java             libc.so.6             [.] __memmove_sse2_unaligned_erms
     0.04%       2700233  C2 CompilerThre  libjvm.so             [.] ciMethodData::bci_to_data
     0.04%       2687608  C2 CompilerThre  libjvm.so             [.] IfNode::Value
     0.04%       2684033  java             [JIT] tid 160376      [.] 0x00007f02396cf08b
     0.04%       2681184  C2 CompilerThre  libjvm.so             [.] PhaseChaitin::get_spillcopy_wide
